;Formula;Format;Comments;Code;Summary;"DCA Formula";"Use Workflow";"Storage Format";"Referenced By";"Cell Count";"Size (GB)";"Clean Cells";Id;AutoCalculation;"Last Update";"Obfuscation Formula";"Stable View Formula";"User View Formula";"Error Comment"
"Фильтр CF Факт";"'p NUM CF Факт' AND NOT IN_DIMENSION('s NUM CF Факт')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM CF Факт' AND IN_DIMENSION('s NUM CF Факт')) AND 'p NUM CF Факт' OR NOT (IN_DIMENSION('s NUM CF Факт') AND 'p NUM CF Факт') AND IN_DIMENSION('s NUM CF Факт')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000206;true;;;"'129000000203' AND NOT IN_DIMENSION('109000000053')";"'p NUM CF Факт' AND NOT IN_DIMENSION('s NUM CF Факт')";
"Фильтр PL Архив";"'p NUM PL Архив' AND NOT IN_DIMENSION('s NUM PL Архив')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM PL F1' AND IN_DIMENSION('s NUM PL F1')) AND 'p NUM PL F1' OR NOT (IN_DIMENSION('s NUM PL F1') AND 'p NUM PL F1') AND IN_DIMENSION('s NUM PL F1')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000269;true;;;"'129000000268' AND NOT IN_DIMENSION('109000000067')";"'p NUM PL Архив' AND NOT IN_DIMENSION('s NUM PL Архив')";
"Фильтр CF Архив";"'p NUM CF Архив' AND NOT IN_DIMENSION('s NUM CF Архив')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM CF F1' AND IN_DIMENSION('s NUM CF F1')) AND 'p NUM CF F1' OR NOT (IN_DIMENSION('s NUM CF F1') AND 'p NUM CF F1') AND IN_DIMENSION('s NUM CF F1')Детализация c версиями CF";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000270;true;;;"'129000000271' AND NOT IN_DIMENSION('109000000068')";"'p NUM CF Архив' AND NOT IN_DIMENSION('s NUM CF Архив')";
"Фильтр PL расчет";"'p NUM PL расчет' AND NOT IN_DIMENSION('s NUM PL расчет')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM PL расчет' AND IN_DIMENSION('s NUM PL расчет')) AND 'p NUM PL расчет' OR NOT (IN_DIMENSION('s NUM PL расчет') AND 'p NUM PL расчет') AND IN_DIMENSION('s NUM PL расчет')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000387;true;;;"'129000000383' AND NOT IN_DIMENSION('109000000091')";"'p NUM PL расчет' AND NOT IN_DIMENSION('s NUM PL расчет')";
"Фильтр CF расчет";"'p NUM CF расчет' AND NOT IN_DIMENSION('s NUM CF расчет')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM CF расчет' AND IN_DIMENSION('s NUM CF расчет')) AND 'p NUM CF расчет' OR NOT (IN_DIMENSION('s NUM CF расчет') AND 'p NUM CF расчет') AND IN_DIMENSION('s NUM CF расчет')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000388;true;;;"'129000000384' AND NOT IN_DIMENSION('109000000092')";"'p NUM CF расчет' AND NOT IN_DIMENSION('s NUM CF расчет')";
"Фильтр Капитализация";"'p NUM Капитализация' AND NOT IN_DIMENSION('s NUM Капитализация')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM Капитализация' AND IN_DIMENSION('s NUM Капитализация')) AND 'p NUM Капитализация' OR NOT (IN_DIMENSION('s NUM Капитализация') AND 'p NUM Капитализация') AND IN_DIMENSION('s NUM Капитализация')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000221;true;;;"'129000000220' AND NOT IN_DIMENSION('109000000055')";"'p NUM Капитализация' AND NOT IN_DIMENSION('s NUM Капитализация')";
"Фильтр План расходов ТД";"'p NUM План расходов ТД' AND NOT IN_DIMENSION('s NUM План расходов ТД')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM План расходов ТД' AND IN_DIMENSION('s NUM План расходов ТД')) AND 'p NUM План расходов ТД' OR NOT (IN_DIMENSION('s NUM План расходов ТД') AND 'p NUM План расходов ТД') AND IN_DIMENSION('s NUM План расходов ТД')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000093;true;;;"'129000000062' AND NOT IN_DIMENSION('109000000016')";"'p NUM План расходов ТД' AND NOT IN_DIMENSION('s NUM План расходов ТД')";
"Фильтр Загрузка справочников";"'p NUM Загрузка справочников' AND NOT IN_DIMENSION('s NUM Загрузка справочников')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM Загрузка справочников' AND IN_DIMENSION('s NUM Загрузка справочников')) AND 'p NUM Загрузка справочников' OR NOT (IN_DIMENSION('s NUM Загрузка справочников') AND 'p NUM Загрузка справочников') AND IN_DIMENSION('s NUM Загрузка справочников')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000276;true;;;"'129000000275' AND NOT IN_DIMENSION('109000000069')";"'p NUM Загрузка справочников' AND NOT IN_DIMENSION('s NUM Загрузка справочников')";
"Фильтр ЦК ТД";"'p NUM ЦК ТД' AND NOT IN_DIMENSION('s NUM ЦК ТД')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM ЦК ТД' AND IN_DIMENSION('s NUM ЦК ТД')) AND 'p NUM ЦК ТД' OR NOT (IN_DIMENSION('s NUM ЦК ТД') AND 'p NUM ЦК ТД') AND IN_DIMENSION('s NUM ЦК ТД')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000297;true;;;"'129000000296' AND NOT IN_DIMENSION('109000000075')";"'p NUM ЦК ТД' AND NOT IN_DIMENSION('s NUM ЦК ТД')";
"Фильтр HR PL";"'p NUM HR PL' AND NOT IN_DIMENSION('s NUM HR PL')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM HR PL' AND IN_DIMENSION('s NUM HR PL')) AND 'p NUM HR PL' OR NOT (IN_DIMENSION('s NUM HR PL') AND 'p NUM HR PL') AND IN_DIMENSION('s NUM HR PL')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000300;true;;;"'129000000298' AND NOT IN_DIMENSION('109000000061')";"'p NUM HR PL' AND NOT IN_DIMENSION('s NUM HR PL')";
"Фильтр HR CF";"'p NUM HR CF' AND NOT IN_DIMENSION('s NUM HR CF')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM HR CF' AND IN_DIMENSION('s NUM HR CF')) AND 'p NUM HR CF' OR NOT (IN_DIMENSION('s NUM HR CF') AND 'p NUM HR CF') AND IN_DIMENSION('s NUM HR CF')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000301;true;;;"'129000000299' AND NOT IN_DIMENSION('109000000062')";"'p NUM HR CF' AND NOT IN_DIMENSION('s NUM HR CF')";
"Фильтр CSP";"'p NUM CSP' AND NOT IN_DIMENSION('s NUM CSP')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM CSP' AND IN_DIMENSION('s NUM CSP')) AND 'p NUM CSP' OR NOT (IN_DIMENSION('s NUM CSP') AND 'p NUM CSP') AND IN_DIMENSION('s NUM CSP')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000346;true;;;"'129000000345' AND NOT IN_DIMENSION('109000000083')";"'p NUM CSP' AND NOT IN_DIMENSION('s NUM CSP')";
"Фильтр CSP manual";"'p NUM CSP manual' AND NOT IN_DIMENSION('s NUM CSP manual')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM CSP manual' AND IN_DIMENSION('s NUM CSP manual')) AND 'p NUM CSP manual' OR NOT (IN_DIMENSION('s NUM CSP manual') AND 'p NUM CSP manual') AND IN_DIMENSION('s NUM CSP manual')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000348;true;;;"'129000000347' AND NOT IN_DIMENSION('109000000084')";"'p NUM CSP manual' AND NOT IN_DIMENSION('s NUM CSP manual')";
"Фильтр CSP manual ЦФО";"'p NUM CSP manual ЦФО' AND NOT IN_DIMENSION('s NUM CSP manual ЦФО')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM CSP manual ЦФО' AND IN_DIMENSION('s NUM CSP manual ЦФО')) AND 'p NUM CSP manual ЦФО' OR NOT (IN_DIMENSION('s NUM CSP manual ЦФО') AND 'p NUM CSP manual ЦФО') AND IN_DIMENSION('s NUM CSP manual ЦФО')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000648;true;;;"'129000000647' AND NOT IN_DIMENSION('109000000137')";"'p NUM CSP manual ЦФО' AND NOT IN_DIMENSION('s NUM CSP manual ЦФО')";
"Фильтр capex проекты";"'p NUM capex проекты' AND NOT IN_DIMENSION('s NUM capex проекты')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM capex проекты' AND IN_DIMENSION('s NUM capex проекты')) AND 'p NUM capex проекты' OR NOT (IN_DIMENSION('s NUM capex проекты') AND 'p NUM capex проекты') AND IN_DIMENSION('s NUM capex проекты')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000373;true;;;"'129000000372' AND NOT IN_DIMENSION('109000000086')";"'p NUM capex проекты' AND NOT IN_DIMENSION('s NUM capex проекты')";
"Фильтр форма opex";"'p NUM форма opex' AND NOT IN_DIMENSION('s NUM форма opex')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM форма opex' AND IN_DIMENSION('s NUM форма opex')) AND 'p NUM форма opex' OR NOT (IN_DIMENSION('s NUM форма opex') AND 'p NUM форма opex') AND IN_DIMENSION('s NUM форма opex')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000489;true;;;"'129000000488' AND NOT IN_DIMENSION('109000000121')";"'p NUM форма opex' AND NOT IN_DIMENSION('s NUM форма opex')";
"Фильтр Аллокация HR и ТД";"'p NUM Аллокация HR и ТД' AND NOT IN_DIMENSION('s NUM Аллокация HR и ТД')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM Аллокация HR и ТД' AND IN_DIMENSION('s NUM Аллокация HR и ТД')) AND 'p NUM Аллокация HR и ТД' OR NOT (IN_DIMENSION('s NUM Аллокация HR и ТД') AND 'p NUM Аллокация HR и ТД') AND IN_DIMENSION('s NUM Аллокация HR и ТД')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000757;true;;;"'129000000756' AND NOT IN_DIMENSION('109000000157')";"'p NUM Аллокация HR и ТД' AND NOT IN_DIMENSION('s NUM Аллокация HR и ТД')";
"Фильтр ExtraGap";"'p NUM ExtraGap' AND NOT IN_DIMENSION('s NUM ExtraGap')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM ExtraGap' AND IN_DIMENSION('s NUM ExtraGap')) AND 'p NUM ExtraGap' OR NOT (IN_DIMENSION('s NUM ExtraGap') AND 'p NUM ExtraGap') AND IN_DIMENSION('s NUM ExtraGap')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000777;true;;;"'129000000776' AND NOT IN_DIMENSION('109000000161')";"'p NUM ExtraGap' AND NOT IN_DIMENSION('s NUM ExtraGap')";
"Фильтр Список LAM и KeyClient";"'p NUM список LAM и KeyClient' AND NOT IN_DIMENSION('s.NUM список LAM и KeyClient')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM список LAM и KeyClient' AND IN_DIMENSION('s.NUM список LAM и KeyClient')) AND 'p NUM список LAM и KeyClient' OR NOT (IN_DIMENSION('s.NUM список LAM и KeyClient') AND 'p NUM список LAM и KeyClient') AND IN_DIMENSION('s.NUM список LAM и KeyClient')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000791;true;;;"'129000000790'  AND NOT IN_DIMENSION( '109000000169' )";"'p NUM список LAM и KeyClient' AND NOT IN_DIMENSION('s.NUM список LAM и KeyClient')";
"Фильтр Тарифы";"'p NUM Тарифы' AND NOT IN_DIMENSION('s NUM Тарифы')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000867;true;;;"'129000000866' AND NOT IN_DIMENSION('109000000192')";"'p NUM Тарифы' AND NOT IN_DIMENSION('s NUM Тарифы')";
"Фильтр Мультикарта";"'p NUM Мультикарта' AND NOT IN_DIMENSION('s. NUM Мультикарта')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000870;true;;;"'129000000865' AND NOT IN_DIMENSION('109000000191')
";"'p NUM Мультикарта' AND NOT IN_DIMENSION('s. NUM Мультикарта')";
"Фильтр IMPORT vCPU new";"'p.NUM IMPORT vCPU new' AND NOT IN_DIMENSION('s.NUM IMPORT vCPU new')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000881;true;;;"'129000000833' AND NOT IN_DIMENSION( '109000000189' )";"'p.NUM IMPORT vCPU new' AND NOT IN_DIMENSION('s.NUM IMPORT vCPU new')";
